url,response,exception
instagram.com/p/C8UY3doSK7T,"{""reel_url"": ""https://www.instagram.com/p/C8UY3doSK7T"", ""fashion"": {""Kids T-shirts"": {""colors"": [""Blue"", ""Red"", ""Coral"", ""Turquoise""], ""patterns"": [""Graphic""], ""brands"": [""Mothercare""]}, ""Kids Shorts"": {""colors"": [""Orange""], ""patterns"": [], ""brands"": [""Mothercare""]}, ""Kids Jeans"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": [""Mothercare""]}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C8RBpNqSAFI,"{""reel_url"": ""https://www.instagram.com/p/C8RBpNqSAFI"", ""classification"": ""others""}"
instagram.com/p/C8OtlGpSi9N,"{""reel_url"": ""https://www.instagram.com/p/C8OtlGpSi9N"", ""classification"": ""others""}"
instagram.com/p/C8LpNN3yAzH,Error: Invalid URL 'None': No scheme supplied. Perhaps you meant https://None?
instagram.com/p/C8KIwA8oOtE,"{""reel_url"": ""https://www.instagram.com/p/C8KIwA8oOtE"", ""brands"": [""Mothercare""], ""verticals"": {""fashion"": {""Kids Dresses"": {""colors"": [""Pink""], ""patterns"": [], ""brands"": [""Mothercare""]}}}, ""comment"": """", ""category_mix"": {""fashion"": [""Clothing""]}, ""classification"": ""kids_clothes""}"
instagram.com/p/C8HkmQMy2tF,Error: Invalid URL 'None': No scheme supplied. Perhaps you meant https://None?
instagram.com/p/C8FTs4Pyu-T,Error: Invalid URL 'None': No scheme supplied. Perhaps you meant https://None?
instagram.com/p/C8C1OBZSGOp,"{""reel_url"": ""https://www.instagram.com/p/C8C1OBZSGOp"", ""classification"": ""others""}"
instagram.com/p/C7_Rf6oyJng,"{""reel_url"": ""https://www.instagram.com/p/C7_Rf6oyJng"", ""fashion"": {""Kids Bibs"": {""colors"": [""White"", ""Beige"", ""Brown""], ""patterns"": [], ""brands"": [""Mothercare""]}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_products""}"
instagram.com/p/C78bZtpytlw,Error: Invalid URL 'None': No scheme supplied. Perhaps you meant https://None?
instagram.com/p/C76PVUYSCMn,Error: Invalid URL 'None': No scheme supplied. Perhaps you meant https://None?
instagram.com/p/C700pBiSc2_,Error: Invalid URL 'None': No scheme supplied. Perhaps you meant https://None?
instagram.com/p/C7tiZD_yZtD,Error: Invalid URL 'None': No scheme supplied. Perhaps you meant https://None?
instagram.com/p/C7qf_TLy75c,Error: Invalid URL 'None': No scheme supplied. Perhaps you meant https://None?
instagram.com/p/C7lcGWPSDA4,Error: Invalid URL 'None': No scheme supplied. Perhaps you meant https://None?
instagram.com/p/C7jd8u3yrlM,Error: Invalid URL 'None': No scheme supplied. Perhaps you meant https://None?
instagram.com/p/C7ZLA2WSzGo,Error: Invalid URL 'None': No scheme supplied. Perhaps you meant https://None?
instagram.com/p/C7VrfWxy5Sc,Error: Invalid URL 'None': No scheme supplied. Perhaps you meant https://None?
instagram.com/p/C7TG4jAyp_8,Error: Invalid URL 'None': No scheme supplied. Perhaps you meant https://None?
instagram.com/p/C7I1Zyzyd0W,Error: Invalid URL 'None': No scheme supplied. Perhaps you meant https://None?
instagram.com/p/C7EbfjMyQ_F,Error: Invalid URL 'None': No scheme supplied. Perhaps you meant https://None?
instagram.com/p/C7CT7jWIumN,Error: Invalid URL 'None': No scheme supplied. Perhaps you meant https://None?
instagram.com/p/C6_xBTqyG1o,Error: Invalid URL 'None': No scheme supplied. Perhaps you meant https://None?
instagram.com/p/C624qjyyUm4,"{""reel_url"": ""https://www.instagram.com/p/C624qjyyUm4"", ""classification"": ""others""}"
instagram.com/p/C6lW173yWzR,Error: Invalid URL 'None': No scheme supplied. Perhaps you meant https://None?
instagram.com/p/C6jKBJoy190,Error: Invalid URL 'None': No scheme supplied. Perhaps you meant https://None?
instagram.com/p/C6ghcHRSzp9,"{""reel_url"": ""https://www.instagram.com/p/C6ghcHRSzp9"", ""classification"": ""others""}"
instagram.com/p/C6bq6JZSdpp,Error: Invalid URL 'None': No scheme supplied. Perhaps you meant https://None?
instagram.com/p/C6QOiT4BHUR,Error: Invalid URL 'None': No scheme supplied. Perhaps you meant https://None?
instagram.com/p/C6NvikqyH6P,Error: Invalid URL 'None': No scheme supplied. Perhaps you meant https://None?
instagram.com/p/C6JSAeayjpt,Error: Invalid URL 'None': No scheme supplied. Perhaps you meant https://None?
